Time,Model,ROUGE-1,ROUGE-2,ROUGE-L,ROUGE-L Sum,BERTScore Precision,BERTScore Recall,BERTScore F1,Average BLEURT,Aggregated Score
2023-12-01 19:13:07,20231130_Clinic-T5-Lrg_5ep_Summ_Loss_1.16,0.2809462504388703,0.128369030241001,0.2391622014961436,0.2391622014961436,0.2614577539265156,0.25188900269567965,0.25552759394049646,0.4611687484383583,0.2673893376751689
2023-12-01 18:57:59,20231201_Clinic-T5-Lrg_12ep_Summ_Loss_1.06,0.3432197289816066,0.1702407982052298,0.2891323983645889,0.2891323983645889,0.3175850167870521,0.3160856913775206,0.3158775921911001,0.4980039259418845,0.3176011403414998
2023-11-30 20:24:25,20231130_BioBart-Base_14ep_Summ_0.75,0.365454466564212,0.1734217506336801,0.304543419068057,0.304543419068057,0.3772685945034027,0.3442667365074158,0.3592690110206604,0.4886647574603557,0.332649470635837
2023-11-30 19:41:08,20231130_BioBart-Base_10ep_Summ_Loss_0.77,0.404477066888337,0.190731630692582,0.3424338035652466,0.3424338035652466,0.4425254702568054,0.3626114562153816,0.4004383832216263,0.5144549084454775,0.365828266063086
2023-11-30 19:09:58,20231130_BioBart-Base_5ep_Summ_Loss_0.76,0.3966298020093473,0.1905749261174192,0.3405406677219041,0.3405406677219041,0.4221278272569179,0.3545190811157226,0.3867193557322025,0.511729897223413,0.361122552754365
2023-11-30 10:39:38,20231129_BioBart-Base_1ep_Summ_Loss_0.75,0.2697180960108714,0.1242554482908613,0.2435207091722402,0.2435207091722402,0.393585392832756,0.1757850674912333,0.2792351126670837,0.3922128416597843,0.2587438194955135
2023-11-30 10:10:57,20231129_Bart-Lg-samsum_20ep_Summ_Loss_1.3,0.3875236470613231,0.1993815666715817,0.3290556472940052,0.3290556472940052,0.3670359805226326,0.3416652321815491,0.3529733330011367,0.4852624605968595,0.3472087169864851
2023-11-30 09:26:36,20231129_Bart-Lg-samsum_10ep_Summ_Loss_1.17,0.3875236470613231,0.1993815666715817,0.3290556472940052,0.3290556472940052,0.3670359805226326,0.3416652321815491,0.3529733330011367,0.4852624605968595,0.3472087169864851
2023-11-30 09:20:33,bart-large-samsum,0.3875236470613231,0.1993815666715817,0.3290556472940052,0.3290556472940052,0.3670359805226326,0.3416652321815491,0.3529733330011367,0.4852624605968595,0.3472087169864851
2023-11-30 08:33:47,20231129_Bart-Lg-samsum_8ep_Summ_Loss_1.0_R1_0.52,0.387571438849273,0.205123331833837,0.3340650741890536,0.3340650741890536,0.3705746248364449,0.3425908669829368,0.3550126664340496,0.4819024359062314,0.3496233369002497
2023-11-30 08:24:12,20231129_Bart-Lg-samsum_8ep_Summ_Loss_1.0_R1_0.52,0.387571438849273,0.205123331833837,0.3340650741890536,0.3340650741890536,0.3705746248364449,0.3425908669829368,0.3550126664340496,0.4819024359062314,0.3496233369002497
