Time,Model,ROUGE-1,ROUGE-2,ROUGE-L,ROUGE-L Sum,BERTScore Precision,BERTScore Recall,BERTScore F1,Average BLEURT,Aggregated Score,Notebook,Num Rows
2023-12-05 05:06:05,20231130_BioBart-Base_10ep_Summ_Loss_0.77,0.40447706688833707,0.190731630692582,0.34243380356524666,0.34243380356524666,0.44252547025680544,0.3626114562153816,0.4004383832216263,0.5144549084454775,0.36582826606308605,,
2023-12-05 04:39:44,20231130_BioBart-Base_10ep_Summ_Loss_0.77,0.4045447362805369,0.1907491664410548,0.3424705704184084,0.3424705704184084,0.7289184838533401,0.6932983726263047,0.7042844712734222,0.5148467225581407,0.4165610395649952,20231204_Step_89_Back2BioBart_Tr_14_v3.00,200.0
2023-12-05 04:26:17,20231130_BioBart-Base_10ep_Summ_Loss_0.77,0.3987809748500043,0.1980708995821508,0.3430931117315788,0.3430931117315788,0.7101377040147782,0.6899438530206681,0.6945578902959824,0.5064734598994256,0.4140115746817868,20231204_Step_89_Back2BioBart_Tr_20_v3.20,200.0
2023-12-05 03:50:14,20231130_BioBart-Base_10ep_Summ_Loss_0.77,0.3987809748500043,0.1980708995821508,0.3430931117315788,0.3430931117315788,0.7101377040147782,0.6899438530206681,0.6945578902959824,0.5064734598994256,0.4140115746817868,20231204_Step_89_Back2BioBart_Tr_19_v3.20,200.0
2023-12-05 03:31:53,20231130_BioBart-Base_10ep_Summ_Loss_0.77,0.3987809748500043,0.1980708995821508,0.3430931117315788,0.3430931117315788,0.7101377040147782,0.6899438530206681,0.6945578902959824,0.5064734598994256,0.4140115746817868,20231204_Step_89_Back2BioBart_Tr_18_v3.20,200.0
2023-12-05 03:20:29,20231130_BioBart-Base_10ep_Summ_Loss_0.77,0.3987809748500043,0.1980708995821508,0.3430931117315788,0.3430931117315788,0.7101377040147782,0.6899438530206681,0.6945578902959824,0.5064734598994256,0.4140115746817868,20231204_Step_89_Back2BioBart_Tr_16_v3.20,200.0
2023-12-05 03:12:09,20231130_BioBart-Base_10ep_Summ_Loss_0.77,0.4045447362805369,0.1907491664410548,0.3424705704184084,0.3424705704184084,0.7289184838533401,0.6932983726263047,0.7042844712734222,0.5148467225581407,0.4165610395649952,20231204_Step_89_Back2BioBart_Tr_14_v3.00,200.0
2023-12-05 03:05:07,20231130_BioBart-Base_10ep_Summ_Loss_0.77,0.3837102826216326,0.1561008355483751,0.3139429029803268,0.3139429029803268,0.7021541684865952,0.6823813796043396,0.6854298800230026,0.4993266559392214,0.3920755766821475,20231204_Step_89_Back2BioBart_Tr_14_v3.00,200.0
2023-12-05 02:57:39,20231130_BioBart-Base_10ep_Summ_Loss_0.77,0.4042221308233441,0.19066093926938,0.3423285268585585,0.3423285268585585,0.7288035392761231,0.6933241069316864,0.7042357295751571,0.5149362359195947,0.4164520148840988,20231204_Step_89_Back2BioBart_Tr_12_v3.00,200.0
2023-12-05 02:51:55,20231130_BioBart-Base_10ep_Summ_Loss_0.77,0.404477066888337,0.190731630692582,0.3424338035652466,0.3424338035652466,0.7288956671953202,0.6932932525873184,0.7042699962854385,0.5144549084454775,0.4164668682403881,20231204_Step_89_Back2BioBart_Tr_12_v3.00,200.0
